"","libelle_rome","code_rome","fap2009_SansQualif_agreg","fap2009_AvecQualif_agreg"
"10647","Architecte de sécurité des systèmes d'information","M1802","M","Z"
"10648","Expert / Experte méthodes et qualité informatique","M1802","M","Z"
"10649","Expert / Experte en tests d'intrusion - sécurité des systèmes d'information","M1802","M","Z"
"10650","Expert / Experte méthodes et outils en informatique","M1802","M","Z"
"10651","Expert / Experte sécurité, méthode et qualité informatique","M1802","M","Z"
"10652","Expert / Experte en sécurité des systèmes d'information","M1802","M","Z"
"10653","Responsable qualité web","M1802","M","Z"
"10654","Auditeur / Auditrice en système d'information","M1802","M","Z"
"10655","Ingénieur / Ingénieure système réseau informatique","M1802","M","Z"
"10656","Responsable sécurité informatique","M1802","M","Z"
"10657","Expert / Experte en technologie Internet et multimédia","M1802","M","Z"
"10658","Directeur / Directrice informatique","M1803","M","Z"
"10659","Directeur / Directrice de l'Organisation et des Systèmes d'Information -DOSI-","M1803","M","Z"
"10660","Chef de projet en linguistique informatique","M1803","M","Z"
"10661","Directeur / Directrice des systèmes d'information et télécoms","M1803","M","Z"
"10662","Directeur / Directrice de département informatique","M1803","M","Z"
"10663","Chef de projet internet","M1803","M","Z"
"10664","Chef de projet développement logiciel","M1803","M","Z"
"10665","Directeur / Directrice de projet en informatique","M1803","M","Z"
"10666","Directeur / Directrice de projet télécoms","M1803","M","Z"
"10667","Responsable de projet architecture et intégration grands systèmes","M1803","M","Z"
"10668","Responsable de domaine en informatique","M1803","M","Z"
"10669","Directeur / Directrice des systèmes d'information","M1803","M","Z"
"10670","Responsable de réseaux télécoms","M1803","M","Z"
"10671","Responsable des systèmes d'information","M1803","M","Z"
"10672","Responsable des systèmes informatiques","M1803","M","Z"
"10673","Responsable d'exploitation informatique","M1803","M","Z"
"10674","Responsable du management de la DSI","M1803","M","Z"
"10675","Responsable du réseau informatique","M1803","M","Z"
"10676","Directeur / Directrice de département télécoms","M1803","M","Z"
"10677","Responsable d'un service télécoms","M1803","M","Z"
"10678","Responsable informatique","M1803","M","Z"
"10679","Responsable de la production informatique","M1803","M","Z"
"10680","Responsable télécoms","M1803","M","Z"
"10681","Direction des systèmes d'information","M1803","M","Z"
"10682","Directeur / Directrice de service télécoms","M1803","M","Z"
"10683","Directeur / Directrice des services informatiques -DSI-","M1803","M","Z"
"10684","Responsable de projet architecture télécoms","M1803","M","Z"
"10685","Chef de projet informatique","M1803","M","Z"
"10686","Directeur / Directrice télécoms","M1803","M","Z"
"10687","Responsable de département informatique","M1803","M","Z"
"10688","Responsable de département télécoms","M1803","M","Z"
"10689","Chef de projet multimédia","M1803","M","Z"
"10690","Chef de projet Web","M1803","M","Z"
"10691","Responsable d'un service informatique","M1803","M","Z"
"10692","Responsable de domaine télécoms","M1803","M","Z"
"10693","Responsable de division informatique","M1803","M","Z"
"10694","Responsable production informatique","M1803","M","Z"
"10695","Responsable de projet architecture informatique","M1803","M","Z"
"10696","Responsable de division télécoms","M1803","M","Z"
"10697","Ingénieur / Ingénieure télécommunication","M1804","M","Z"
"10698","Chargé / Chargée d'opération réseaux de télécoms","M1804","M","Z"
"10699","Ingénieur / Ingénieure télécoms","M1804","M","Z"
"10700","Consultant / Consultante télécoms","M1804","M","Z"
"10701","Ingénieur / Ingénieure déploiement télécoms","M1804","M","Z"
"10702","Négociateur / Négociatrice de sites télécoms en téléphonie mobile","M1804","M","Z"
"10703","Concepteur réalisateur / Conceptrice réalisatrice de réseau télécoms","M1804","M","Z"
"10704","Ingénieur / Ingénieure radio","M1804","M","Z"
"10705","Ingénieur / Ingénieure réseaux télécoms","M1804","M","Z"
"10706","Négociateur / Négociatrice de sites télécoms en fibre optique","M1804","M","Z"
"10707","Planificateur / Planificatrice réseaux de télécoms","M1804","M","Z"
"10708","Architecte réseaux de télécoms","M1804","M","Z"
"10709","Chargé / Chargée de planification réseaux de télécoms","M1804","M","Z"
"10710","Network planner","M1804","M","Z"
"10711","Marketeur / Marketeuse réseaux de télécoms","M1804","M","Z"
"10712","Chef de projet télécoms","M1804","M","Z"
"10713","Technicien / Technicienne ingénierie réseaux de télécoms","M1804","M","Z"
"10714","Ingénieur / Ingénieure validation réseaux de télécoms","M1804","M","Z"
"10715","Études et développement de réseaux de télécoms","M1804","M","Z"
"10716","Ingénieur / Ingénieure en architecture télécoms","M1804","M","Z"
"10717","Programmeur / Programmeuse réseaux de télécoms","M1804","M","Z"
"10718","Ingénieur / Ingénieure études et support télécoms","M1804","M","Z"
"10719","Responsable de programmes réseaux de télécoms","M1804","M","Z"
"10720","Analyste-programmeur / Analyste-programmeuse en informatique industrielle","M1805","Z","M"
"10721","Analyste fonctionnel / fonctionnelle informatique","M1805","Z","M"
"10722","Analyste concepteur / conceptrice informatique","M1805","Z","M"
"10723","Analyste d'application","M1805","Z","M"
"10724","Assistant / Assistante chef de projet informatique","M1805","Z","M"
"10725","Analyste de gestion informatique","M1805","Z","M"
"10726","Analyste-programmeur / Analyste-programmeuse de micro-informatique","M1805","Z","M"
"10727","Analyste développeur / développeuse","M1805","Z","M"
"10728","Analyste réseau informatique","M1805","Z","M"
"10729","Analyste en cybersécurité","M1805","Z","M"
"10730","Chef de projet étude et développement informatique","M1805","Z","M"
"10731","Analyste-programmeur / Analyste-programmeuse d'étude informatique","M1805","Z","M"
"10732","Développeur / Développeuse - jeux vidéo","M1805","Z","M"
"10733","Développeur / Développeuse Big Data","M1805","Z","M"
"10734","Développeur / Développeuse d'application","M1805","Z","M"
"10735","Analyste organique informatique","M1805","Z","M"
"10736","Analyste-programmeur / Analyste-programmeuse scientifique informatique","M1805","Z","M"
"10737","Développeur / Développeuse full-stack","M1805","Z","M"
"10738","Développeur / Développeuse informatique","M1805","Z","M"
"10739","Concepteur / Conceptrice logiciel informatique","M1805","Z","M"
"10740","Chef de projet maîtrise d'oeuvre informatique","M1805","Z","M"
"10741","Chef de projet TMA - Tierce Maintenance Applicative","M1805","Z","M"
"10742","Analyste responsable d'application informatique","M1805","Z","M"
"10743","Développeur / Développeuse multimédia","M1805","Z","M"
"10744","Études et développement informatique","M1805","Z","M"
"10745","Analyste cogniticien / cogniticienne informatique","M1805","Z","M"
"10746","Informaticien / Informaticienne de développement","M1805","Z","M"
"10747","Informaticien chargé / Informaticienne chargée d'étude","M1805","Z","M"
"10748","Analyste-programmeur / Analyste-programmeuse informatique","M1805","Z","M"
"10749","Analyste décisionnel - Business Intelligence","M1805","Z","M"
"10750","Analyste d'étude informatique","M1805","Z","M"
"10751","Ingénieur / Ingénieure d'application informatique","M1805","Z","M"
"10752","Ingénieur / Ingénieure de conception informatique","M1805","Z","M"
"10753","Ingénieur / Ingénieure de développement informatique","M1805","Z","M"
"10754","Ingénieur / Ingénieure de réalisation informatique","M1805","Z","M"
"10755","Ingénieur / Ingénieure d'étude en applications scientifiques informatiques","M1805","Z","M"
"10756","Ingénieur / Ingénieure d'étude en informatique de gestion","M1805","Z","M"
"10757","Analyste télématique","M1805","Z","M"
"10758","Ingénieur / Ingénieure d'étude informatique","M1805","Z","M"
"10759","Ingénieur / Ingénieure d'étude logiciel informatique","M1805","Z","M"
"10760","Ingénieur / Ingénieure développement logiciel informatique","M1805","Z","M"
"10761","Ingénieur / Ingénieure analyste en système d'information","M1805","Z","M"
"10762","Ingénieur / Ingénieure en développement d'applications","M1805","Z","M"
"10763","Ingénieur / Ingénieure informatique développement en temps réel","M1805","Z","M"
"10764","Ingénieur / Ingénieure logiciel informatique","M1805","Z","M"
"10765","Ingénieur / Ingénieure programme informatique","M1805","Z","M"
"10766","Ingénieur analyste-programmeur / Ingénieure analyste-programmeuse","M1805","Z","M"
"10767","Ingénieur concepteur / Ingénieure conceptrice informatique","M1805","Z","M"
"10768","Ingénieur informaticien / Ingénieure informaticienne","M1805","Z","M"
"10769","Concepteur / Conceptrice d'application informatique","M1805","Z","M"
"10770","Concepteur / Conceptrice informatique","M1805","Z","M"
"10771","Paramétreur / Paramétreuse logiciel ERP","M1805","Z","M"
"10772","Programmeur / Programmeuse - jeux vidéo","M1805","Z","M"
"10773","Programmeur / Programmeuse d'applications","M1805","Z","M"
"10774","Programmeur / Programmeuse de maintenance informatique","M1805","Z","M"
"10775","Développeur / Développeuse de sécurité des systèmes d'information","M1805","Z","M"
"10776","Développeur / Développeuse décisionnel - Business Intelligence","M1805","Z","M"
"10777","Programmeur / Programmeuse logiciel de base informatique","M1805","Z","M"
"10778","Programmeur industriel / Programmeuse industrielle","M1805","Z","M"
"10779","Responsable d'application informatique","M1805","Z","M"
"10780","Développeur / Développeuse web","M1805","Z","M"
"10781","Développeur / Développeuse web mobile","M1805","Z","M"
"10782","Didacticien / Didacticienne informatique","M1805","Z","M"
"10783","Homologateur / Homologatrice logiciel","M1805","Z","M"
"10784","Informaticien / Informaticienne analyste","M1805","Z","M"
"10785","Technicien / Technicienne programmation","M1805","Z","M"
"10786","Testeur / Testeuse informatique","M1805","Z","M"
"10787","Webmaster développeur / développeuse","M1805","Z","M"
"10788","Ingénieur / Ingénieure d'intégration applicative","M1805","Z","M"
"10789","Ingénieur / Ingénieure analyste informatique","M1805","Z","M"
"10790","Ingénieur / Ingénieure d'analyse et de programmation en informatique de gestion","M1805","Z","M"
"10791","Programmeur / Programmeuse informatique","M1805","Z","M"
"10792","Responsable de projet informatique","M1805","Z","M"
"10793","Chef de groupe logicien informaticien","M1805","Z","M"
"10794","Responsable d'atelier de génie logiciel","M1805","Z","M"
"10795","Responsable de gestion de configuration","M1805","Z","M"
"10796","Programmeur / Programmeuse d'études","M1805","Z","M"
"10797","Ingénieur / Ingénieure d'étude et développement informatique","M1805","Z","M"
"10798","Lead programmeur / programmeuse - jeux vidéo","M1805","Z","M"
"10799","Analyste-programmeur / Analyste-programmeuse gestion informatique","M1805","Z","M"
"10800","Informaticien / Informaticienne d'application","M1805","Z","M"
"10801","Intégrateur / Intégratrice d'application informatique","M1805","Z","M"
"10802","Responsable d'étude informatique","M1805","Z","M"
"10803","Responsable des développements informatiques","M1805","Z","M"
"10804","Chef de projet Maîtrise d'Ouvrage - MOA des systèmes d'information","M1806","M","Z"
"10805","Consultant / Consultante IT","M1806","M","Z"
"10806","Consultant / Consultante SIRH ressources humaines","M1806","M","Z"
"10807","Consultant / Consultante SaaS - Software as a Service","M1806","M","Z"
"10808","Assistant fonctionnel / Assistante fonctionnelle des systèmes d'information","M1806","M","Z"
"10809","Consultant / Consultante en accessibilité numérique","M1806","M","Z"
"10810","Chef de projet maîtrise d'ouvrage des systèmes d'information","M1806","M","Z"
"10811","Consultant / Consultante informatique","M1806","M","Z"
"10812","Consultant / Consultante décisionnel - Business Intelligence","M1806","M","Z"
"10813","Responsable de projets « métiers » système d'information","M1806","M","Z"
"10814","Conseil et maîtrise d'ouvrage en systèmes d'information","M1806","M","Z"
"10815","Chef de projet utilisateurs des systèmes d'information","M1806","M","Z"
"10816","Maître / Maîtresse d'ouvrage système d'information","M1806","M","Z"
"10817","Consultant / Consultante SI finance comptabilité","M1806","M","Z"
"10818","Architecte fonctionnel / fonctionnelle de système d'information","M1806","M","Z"
"10819","Urbaniste des systèmes d'information","M1806","M","Z"
"10820","Consultant fonctionnel / Consultante fonctionnelle des systèmes d'information","M1806","M","Z"
"10821","Coordinateur / Coordinatrice de la Maîtrise d'ouvrage des systèmes d'information","M1806","M","Z"
"10822","Coordinateur / Coordinatrice projet en Maîtrise d'Ouvrage -MOA-","M1806","M","Z"
"10823","Assistant / Assistante maîtrise d'ouvrage des systèmes d'information","M1806","M","Z"
"10824","Consultant / Consultante ERP - Enterprise Resource Planning","M1806","M","Z"
"10825","Gestionnaire d'applications système d'information","M1806","M","Z"
"10826","Consultant / Consultante en système d'information","M1806","M","Z"
"10827","Responsable utilisateurs des systèmes d'information","M1806","M","Z"
"10828","Consultant / Consultante réseaux informatiques","M1806","M","Z"
"10829","Consultant / Consultante SI CRM/GRC Customer Relationship Management - Gestion de la Relation Client","M1806","M","Z"
"10830","Consultant fonctionnel / Consultante fonctionnelle de progiciel","M1806","M","Z"
"10831","Expert / Experte métier système d'information","M1806","M","Z"
"10832","Guetteur / Guetteuse de la flotte","M1807","M","Z"
"10833","Agent / Agente d'exploitation des systèmes d'information et de communication aux armées","M1807","M","Z"
"10834","Analyste de signaux électromagnétiques","M1807","M","Z"
"10835","Opérateur / Opératrice des systèmes de combat en opérations navales","M1807","M","Z"
"10836","Opérateur / Opératrice écoute","M1807","M","Z"
"10837","Opérateur / Opératrice radio","M1807","M","Z"
"10838","Exploitant / Exploitante système composante projetable","M1807","M","Z"
"10839","Exploitant / Exploitante système d'information et de communication aux armées","M1807","M","Z"
"10840","Radiotélégraphiste","M1807","M","Z"
"10841","Technicien / Technicienne communication aux armées","M1807","M","Z"
"10842","Intercepteur / Interceptrice graphie aux armées","M1807","M","Z"
"10843","Intercepteur / Interceptrice technique aux armées","M1807","M","Z"
"10844","Technicien / Technicienne d'exploitation télécommunication","M1807","M","Z"
"10845","Technicien / Technicienne en communication","M1807","M","Z"
"10846","Opérateur / Opératrice de surveillance de la circulation maritime","M1807","M","Z"
"10847","Technicien / Technicienne réseau de transmission de données aux armées","M1807","M","Z"
"10848","Technicien / Technicienne sécurité des communications aux armées","M1807","M","Z"
"10849","Technicien détecteur / Technicienne détectrice anti-sous-marins spécialiste des opérations des forces navales et sous-marines","M1807","M","Z"
"10850","Opérateur / Opératrice radiographiste","M1807","M","Z"
"10851","Opérateur / Opératrice système qualifié aux armées","M1807","M","Z"
"10852","Technicien supérieur / Technicienne supérieure détection électromagnétique sol-air aux armées","M1807","M","Z"
"10853","Transfiliste aux armées","M1807","M","Z"
"10854","Transmetteur / Transmettrice aux armées","M1807","M","Z"
"10855","Linguiste d'écoute aux armées","M1807","M","Z"
"10856","Exploitation de systèmes de communication et de commandement","M1807","M","Z"
"10857","Adjoint / Adjointe chef de centre de télétraitement mobile aux armées","M1807","M","Z"
"10858","Intercepteur traducteur / Interceptrice traductrice de langues aux armées","M1807","M","Z"
"10859","Exploitant / Exploitante des systèmes de guerre électronique","M1807","M","Z"
"10860","Technicien détecteur / Technicienne détectrice spécialiste des opérations des forces navales et sous-marines","M1807","M","Z"
"10861","Analyste des services techniques du renseignement","M1807","M","Z"
"10862","Exploitant / Exploitante des supports hertziens radio satellitaire","M1807","M","Z"
"10863","Exploitant / Exploitante transmissions","M1807","M","Z"
"10864","Exploitant / Exploitante faisceaux hertziens","M1807","M","Z"
"10865","Exploitant / Exploitante des télécommunications","M1807","M","Z"
"10866","Technicien / Technicienne détection et analyse des signaux électromagnétiques","M1807","M","Z"
"10867","Technicien / Technicienne des systèmes d'information et de télécommunications","M1807","M","Z"
"10868","Technicien / Technicienne exploitation systèmes acoustiques","M1807","M","Z"
"10869","Opérateur navigateur / Opératrice navigatrice terrestre aux armées","M1807","M","Z"
"10870","Technicien exploitant / Technicienne exploitante de systèmes de guerre électronique","M1807","M","Z"
"10871","Cartographe","M1808","N","Z"
"10872","Conseiller / Conseillère en géomatique","M1808","N","Z"
"10873","Assembleur / Assembleuse photogrammètre cartographe","M1808","N","Z"
"10874","Hydrographe","M1808","N","Z"
"10875","Information géographique","M1808","N","Z"
"10876","Interprétateur / Interprétatrice d'images géographiques","M1808","N","Z"
"10877","Chef de projet en géomatique","M1808","N","Z"
"10878","Géographe-géomaticien / Géographe-géomaticienne","M1808","N","Z"
"10879","Ingénieur / Ingénieure Systèmes d'Information Géographique -SIG","M1808","N","Z"
"10880","Officier marinier / Officière marinière hydrographe","M1808","N","Z"
"10881","Opérateur / Opératrice géographe","M1808","N","Z"
"10882","Dessinateur / Dessinatrice cartographe","M1808","N","Z"
"10883","Spécialiste de l'information géographique","M1808","N","Z"
"10884","Analyste en géomatique","M1808","N","Z"
"10885","Technicien / Technicienne Systèmes d'Information Géographique -SIG-","M1808","N","Z"
"10886","Technicien géomaticien / Technicienne géomaticienne ","M1808","N","Z"
"10887","Ingénieur / Ingénieure hydrographe","M1808","N","Z"
"10888","Cartographe géomaticien / géomaticienne","M1808","N","Z"
"10889","Chargé / Chargée d'études Systèmes d'Information Géographique -SIG-","M1808","N","Z"
"10890","Interprétateur / Interprétatrice d'images photographiques","M1808","N","Z"
"10891","Officier / Officière cartographe","M1808","N","Z"
"10892","Chef exploitation images drones","M1808","N","Z"
"10893","Chef géographe","M1808","N","Z"
"10894","Géomaticien / Géomaticienne","M1808","N","Z"
"10895","Concepteur-analyste / Conceptrice-analyste en systèmes d'information géographique -SIG-","M1808","N","Z"
"10896","Administrateur / Administratrice bases de données géographiques","M1808","N","Z"
"10897","Administrateur / Administratrice Systèmes d'Information Géographique -SIG-","M1808","N","Z"
"10898","Officier / Officière géographe","M1808","N","Z"
"10899","Gestionnaire Systèmes d'Information Géographique -SIG-","M1808","N","Z"
"10900","Technicien restituteur / Technicienne restitutrice photogrammètre","M1808","N","Z"
"10901","Chef de batterie géographie","M1808","N","Z"
"10902","Responsable Système d'Information Géographique -SIG-","M1808","N","Z"
"10903","Spécialiste en géodésie et satellites","M1808","N","Z"
"10904","Prévisionniste crue","M1809","N","Z"
"10905","Météorologue","M1809","N","Z"
"10906","Spécialiste de l'information météorologique","M1809","N","Z"
"10907","Chef d'équipe station de sondage météorologique","M1809","N","Z"
"10908","Observateur / Observatrice météo","M1809","N","Z"
"10909","Météorologiste océanographe","M1809","N","Z"
"10910","Information météorologique","M1809","N","Z"
"10911","Technicien / Technicienne d'exploitation de la météorologie","M1809","N","Z"
"10912","Opérateur / Opératrice sondage météorologique","M1809","N","Z"
"10913","Observateur / Observatrice océanographe","M1809","N","Z"
"10914","Ingénieur / Ingénieure des travaux de la météorologie","M1809","N","Z"
"10915","Prévisionniste météorologue des armées","M1809","N","Z"
"10916","Responsable cellule météorologique","M1809","N","Z"
"10917","Sous-officier / Sous-officière météorologue","M1809","N","Z"
"10918","Technicien / Technicienne météorologiste-océanographe ","M1809","N","Z"
"10919","Météorologiste prévisionniste","M1809","N","Z"
"10920","Technicien / Technicienne de la météorologie","M1809","N","Z"
"10921","Observateur / Observatrice nivo-météorologiste","M1809","N","Z"
"10922","Océanographe","M1809","N","Z"
"10923","Spécialiste METOC Météorologie Océanographie","M1809","N","Z"
"10924","Météorologiste","M1809","N","Z"
"10925","Adjoint / Adjointe d'exploitation informatique","M1810","Z","M"
"10926","Gestionnaire de ressources matérielles informatiques","M1810","Z","M"
"10927","Agent / Agente d'exploitation informatique","M1810","Z","M"
"10928","Analyste d'exploitation","M1810","Z","M"
"10929","Gestionnaire de production informatique","M1810","Z","M"
"10930","Chef d'équipe de production informatique","M1810","Z","M"
"10931","Chef d'exploitation informatique","M1810","Z","M"
"10932","Assistant / Assistante d'exploitation informatique","M1810","Z","M"
"10933","Chargé / Chargée de mise en exploitation informatique","M1810","Z","M"
"10934","Pupitreur / Pupitreuse réseau informatique","M1810","Z","M"
"10935","Production et exploitation de systèmes d'information","M1810","Z","M"
"10936","Technicien / Technicienne d'exploitation informatique","M1810","Z","M"
"10937","Exploitant / Exploitante informatique","M1810","Z","M"
"10938","Ingénieur / Ingénieure de production informatique","M1810","Z","M"
"10939","Ingénieur / Ingénieure d'exploitation informatique","M1810","Z","M"
"10940","Technicien / Technicienne système informatique","M1810","Z","M"
"10941","Technicien / Technicienne informatique ","M1810","Z","M"
"10942","Opérateur / Opératrice informatique","M1810","Z","M"
"10943","Opérateur pupitreur / Opératrice pupitreuse informatique","M1810","Z","M"
"10944","Spécialiste en gestion de crise cyber","M1810","Z","M"
"10945","Opérateur / Opératrice en cybersécurité","M1810","Z","M"
"10946","Pupitreur / Pupitreuse d'exploitation informatique","M1810","Z","M"
"10947","Contrôleur / Contrôleuse de réseau informatique","M1810","Z","M"
"10948","Adjoint technicien / Adjointe technicienne d'exploitation informatique","M1810","Z","M"
"10949","Agent / Agente de planning informatique","M1810","Z","M"
"10950","Gestionnaire de ressources informatiques","M1810","Z","M"
"10951","Gestionnaire du parc informatique","M1810","Z","M"
"10952","Technicien / Technicienne poste de travail en informatique","M1810","Z","M"
"10953","Intégrateur / Intégratrice d'exploitation informatique","M1810","Z","M"
"10954","Pilote multiserveur informatique","M1810","Z","M"
"10955","Pilote de ressources informatiques","M1810","Z","M"
"10956","Technicien / Technicienne réseau informatique","M1810","Z","M"
"10957","TRANSPORT ET LOGISTIQUE","N",NA,NA
"10958","Logistique","N1",NA,NA
"10959","Magasinage, manutention des charges et déménagement","N11",NA,NA
"10960","Conduite d'engins de déplacement des charges","N1101","Z","J"
"10961","Cariste secteur industrie","N1101","Z","J"
"10962","Cariste bobinier / bobinière","N1101","Z","J"
"10963","Cariste réceptionnaire","N1101","Z","J"
"10964","Cariste agent / agente de magasinage","N1101","Z","J"
"10965","Chef cariste","N1101","Z","J"
"10966","Cariste chargeur/déchargeur / chargeuse/déchargeuse","N1101","Z","J"
"10967","Cariste d'entrepôt","N1101","Z","J"
"10968","Conducteur / Conductrice d'engins de manutention motorisé à conducteur porté","N1101","Z","J"
"10969","Tractoriste logistique","N1101","Z","J"
"10970","Cariste pointeur / pointeuse","N1101","Z","J"
"10971","Conducteur / Conductrice de nacelle","N1101","Z","J"
"10972","Agent / Agente cariste de livraison ferroviaire","N1101","Z","J"
"10973","Cariste","N1101","Z","J"
"10974","Conducteur / Conductrice de chariot élévateur de l'armée","N1101","Z","J"
"10975","Cariste manutentionnaire","N1101","Z","J"
"10976","Cariste agent / agente de quai","N1101","Z","J"
"10977","Cariste en préparation logistique","N1101","Z","J"
"10978","Conducteur / Conductrice d'engins de déplacement des charges","N1101","Z","J"
"10979","Déménageur conducteur / Déménageuse conductrice de poids lourd","N1102","Z","J"
"10980","Déménageur emballeur / Déménageuse emballeuse","N1102","Z","J"
"10981","Déménageur / Déménageuse","N1102","Z","J"
"10982","Déménagement","N1102","Z","J"
"10983","Bardeur / Bardeuse en déménagement de transfert industriel","N1102","Z","J"
"10984","Chef déménageur / déménageuse","N1102","Z","J"
"10985","Déménageur professionnel / Déménageuse professionnelle","N1102","Z","J"
"10986","Aide-déménageur / Aide-déménageuse","N1102","Z","J"
"10987","Chef d'équipe déménageur / déménageuse","N1102","Z","J"
"10988","Aide-magasinier / Aide-magasinière","N1103","Z","J"
"10989","Agent / Agente de service expédition marchandises","N1103","Z","J"
"10990","Agent / Agente d'archivage en entrepôt","N1103","Z","J"
"10991","Emballeur / Emballeuse","N1103","Z","J"
"10992","Agent magasinier / Agente magasinière gestionnaire de stocks","N1103","Z","J"
"10993","Agent / Agente de stockage","N1103","Z","J"
"10994","Magasinier / Magasinière","N1103","Z","J"
"10995","Agent / Agente de quai réceptionnaire","N1103","Z","J"
"10996","Etiqueteur-pointeur / Etiqueteuse-pointeuse","N1103","Z","J"
"10997","Magasinier / Magasinière en pièces aéronautiques","N1103","Z","J"
"10998","Magasinier / Magasinière en pièces d'engins de chantier","N1103","Z","J"
"10999","Contrôleur flasheur / Contrôleuse flasheuse en logistique","N1103","Z","J"
"11000","Agent / Agente logistique en magasinage","N1103","Z","J"
"11001","Employé / Employée de «picking»","N1103","Z","J"
"11002","Magasinier / Magasinière en pièces pour matériel agricole","N1103","Z","J"
"11003","Agent / Agente de magasinage","N1103","Z","J"
"11004","Magasinier / Magasinière en pièces et fournitures automobiles","N1103","Z","J"
"11005","Magasinier / Magasinière Magasin de Pièces de Rechange -MPR-","N1103","Z","J"
"11006","Inventoriste","N1103","Z","J"
"11007","Magasinier vendeur / Magasinière vendeuse","N1103","Z","J"
"11008","Magasinier / Magasinière gestionnaire de stocks","N1103","Z","J"
"11009","Préparateur / Préparatrice de commandes","N1103","Z","J"
"11010","Préparateur / Préparatrice de commandes drive en grande distribution","N1103","Z","J"
"11011","Préparateur / Préparatrice logistique en entrepôt","N1103","Z","J"
"11012","Magasinier / Magasinière en pièces détachées","N1103","Z","J"
"11013","Réceptionnaire magasinage","N1103","Z","J"
"11014","Magasinier / Magasinière en pièces poids lourd","N1103","Z","J"
"11015","Magasinage et préparation de commandes","N1103","Z","J"
"11016","Réceptionnaire-vérificateur / Réceptionnaire-vérificatrice de marchandises","N1103","Z","J"
"11017","Employé / Employée logistique d'expédition","N1103","Z","J"
"11018","Agent / Agente d'entreposage et de messagerie","N1103","Z","J"
"11019","Equipier / Equipière logistique","N1103","Z","J"
"11020","Magasinier / Magasinière réceptionnaire","N1103","Z","J"
"11021","Agent / Agente d'entreposage","N1103","Z","J"
"11022","Préparateur-magasinier / Préparatrice-magasinière","N1103","Z","J"
"11023","Magasinier / Magasinière d'archives","N1103","Z","J"
"11024","Opérateur / Opératrice logistique en entrepôt","N1103","Z","J"
"11025","Employé / Employée logistique de réception de marchandises","N1103","Z","J"
"11026","Magasinier / Magasinière gestion de matériels -armée-","N1103","Z","J"
"11027","Magasinier / Magasinière cariste","N1103","Z","J"
"11028","Réceptionnaire-pointeur / Réceptionnaire-pointeuse","N1103","Z","J"
"11029","Conducteur / Conductrice d'engins lourds de manutention","N1104","B","Z"
"11030","Eclusier / Eclusière","N1104","B","Z"
"11031","Chef de cellule grue et portique de l'armée","N1104","B","Z"
"11032","Pontier éclusier régulateur / Pontière éclusière régulatrice","N1104","B","Z"
"11033","Conducteur / Conductrice de grue mobile","N1104","B","Z"
"11034","Pontier / Pontière","N1104","B","Z"
"11035","Conducteur / Conductrice d'auto-grue","N1104","B","Z"
"11036","Conducteur / Conductrice de pont roulant","N1104","B","Z"
"11037","Portiqueur / Portiqueuse","N1104","B","Z"
"11038","Conducteur / Conductrice de portique","N1104","B","Z"
"11039","Conducteur / Conductrice de grue sur porteur","N1104","B","Z"
"11040","Eclusier-barragiste / Eclusière-barragiste","N1104","B","Z"
"11041","Manoeuvre et conduite d'engins lourds de manutention","N1104","B","Z"
"11042","Pontonnier / Pontonnière","N1104","B","Z"
"11043","Agent / Agente de manoeuvre et de conduite d'engins lourds de manutention","N1104","B","Z"
"11044","Pontier élingueur / Pontière élingueuse","N1104","B","Z"
"11045","Agent / Agente de quai manutentionnaire","N1105","Z","J"
"11046","Déchargeur / Déchargeuse manutentionnaire","N1105","Z","J"
"11047","Manutentionnaire en produits carnés","N1105","Z","J"
"11048","Agent / Agente de manutention de charges lourdes","N1105","Z","J"
"11049","Chargeur / Chargeuse manutentionnaire","N1105","Z","J"
"11050","Chargeur déchargeur / Chargeuse déchargeuse manutentionnaire","N1105","Z","J"
"11051","Manutention manuelle de charges","N1105","Z","J"
"11052","Manutentionnaire","N1105","Z","J"
"11053","Manutentionnaire caleur / caleuse sur chantier de ferroutage","N1105","Z","J"
"11054","Manutentionnaire en transport logistique","N1105","Z","J"
"11055","Bagagiste manutentionnaire","N1105","Z","J"
"11056","Manoeuvre manutentionnaire","N1105","Z","J"
"11057","Porteur / Porteuse en transport logistique","N1105","Z","J"
"11058","Manutentionnaire expéditeur / expéditrice","N1105","Z","J"
"11059","Organisation de la circulation des marchandises","N12",NA,NA
"11060","Affrètement transport","N1201","Z","J"
"11061","Affréteur / Affréteuse transport international","N1201","Z","J"
"11062","Affréteur / Affréteuse transport routier","N1201","Z","J"
"11063","Agent / Agente d'affrètement","N1201","Z","J"
"11064","Chef de groupe affrètement","N1201","Z","J"
"11065","Négociateur / Négociatrice affrètement","N1201","Z","J"
"11066","Affréteur / Affréteuse transport aérien","N1201","Z","J"
"11067","Employé / Employée du service affrètement","N1201","Z","J"
"11068","Affréteur / Affréteuse transport fluvial","N1201","Z","J"
"11069","Affréteur / Affréteuse transport maritime","N1201","Z","J"
"11070","Affréteur / Affréteuse","N1201","Z","J"
"11071","Courtier / Courtière affrètement maritime","N1201","Z","J"
"11072","Chef de service affrètement","N1201","Z","J"
"11073","Agent / Agente consignataire de navire","N1202","Z","J"
"11074","Agent / Agente de transit export","N1202","Z","J"
"11075","Coordinateur / Coordinatrice transit -import/export-","N1202","Z","J"
